word,score
_hours,-0.08278219692864647
good_for,0.08262911090744902
the_garmin,0.08260094076112873
the_ipod,-0.08244210129405873
the_time,0.08240406891767768
protection,-0.08204214824273982
keyboard,-0.08202939653496158
extremely_uncomfortable,-0.0820250220014862
in_my,-0.08186176925220572
plugged_it,-0.08174809403117958
with_my,0.08174278087176731
different,-0.08161673752484289
it_took,-0.08128697841057667
took,-0.08128697841057667
pleased_with,0.08125909967171856
switch,0.08114305361294692
not_only,0.08111133952696784
price_and,0.08107499763130833
laptop,0.08099732896744966
antenna,-0.08075881985419857
week,-0.08075661158425035
not_get,-0.08072532387077945
very_disappointed,-0.08070707525341841
ads,0.08025331019289789
my_hp,0.08017344454936526
service,0.08014703357335203
close_to,0.0800951580748713
cameras,0.08003051426964035
a_refund,-0.07999672801854124
in_all,0.07956221462999082
plasma_tv,0.07946529596353295
our,0.07943066329606015
_seconds,-0.07923903421713516
seconds,-0.07923903421713516
heavy,-0.07921385860307827
plenty_of,0.0791231164176025
plenty,0.0791231164176025
perhaps,-0.07910260226876863
returned_it,-0.07893542483386075
the_perfect,0.07876970822862761
ink_toner,0.07864406544497601
t_recommend,-0.07863482599097013
sucks_i,-0.07833088404948271
thing_sucks,-0.07833088404948271
type_of,-0.07825884182968264
connector,-0.07814864425879946
the_connector,-0.07814864425879946
ipaq,-0.0779961228745625
the_quality,0.07797782013305278
usb,0.0778616447662938
direct,0.07770424568119666
not_had,0.07757076663304359
adapter_for,0.07754151755187623
nothing,-0.07748751074827274
photos,0.07735013406628731
the_screen,0.0772835676891157
built_in,-0.07714843852608784
in_microphone,-0.07714843852608784
a_built,-0.07714843852608784
light,0.07711086908498069
sound,0.077101456676773
dlink,-0.07709230038783389
go_wrong,0.07666067490924997
too_fat,-0.07625455911772644
ipod,-0.07616109204959477
doesnt,-0.07609731670769068
retract,-0.07604176342961703
monster,0.07587911129222055
thru,-0.07572663983257161
and_then,-0.07571267715360931
item_unopened,0.07569053809029931
secure_digitial,0.07569053809029931
me_was,0.07569053809029931
the_right,0.07569053809029931
unopened,0.07569053809029931
item_i,0.07569053809029931
ultra_ii,0.07569053809029931
digitial_ultra,0.07569053809029931
_sent,0.07569053809029931
right_item,0.07569053809029931
mb_secure,0.07569053809029931
ii,0.07569053809029931
digitial,0.07569053809029931
sent_to,0.07569053809029931
work_in,-0.07554439581128522
not_good,-0.07550939268503361
total,-0.07545522788576857
however_it,0.07545453520345392
just_stopped,-0.07544198001520637
amazing,0.07526160012153445
cyber_home,-0.07520956374826566
cyber,-0.07520956374826566
the_cyber,-0.07520956374826566
_sony,-0.07501518799933643
the_ink,0.074903992236229
worked_fine,-0.07485614105561361
fine_for,-0.07485614105561361
sandisk,0.07480665419087074
two_months,0.07466508464744616
worked_for,-0.07445088272297798
fairly,0.07436403134826103
parts,-0.07434537054419267
the_parts,-0.07434537054419267
colors,0.07432993281251804
to_protect,0.0742582769668095
protect,0.0742582769668095
protect_the,0.0742582769668095
gift_card,0.07424120978096875
the_same,-0.0741908040845138
same,-0.0741908040845138
get_used,0.07417390309428365
adjust,-0.07410216494299189
working_fine,0.07398034014008611
to_carry,0.0739611697197543
carry,0.0739611697197543
dvd,0.07378487836145828
cheaper,0.07375396303728507
not_as,-0.07371089106908822
_weeks,-0.07361437556417498
noisy,-0.0735988219052522
one_for,0.07353954172745572
me_and,-0.07349817026774345
sin,0.0733746376844472
price_is,0.07337403208416537
need,0.07320226973396488
shows,-0.0731349549703495
fine_but,0.07310678960206611
they,0.07285724906112423
return_it,-0.07285018529912847
as_soon,-0.07277207920090388
but_buy,-0.07277207920090388
computer_related,-0.07277207920090388
gig,-0.07277207920090388
things_computer,-0.07277207920090388
drastically,-0.07277207920090388
soon_as,-0.07277207920090388
gig_more,-0.07277207920090388
all_things,-0.07277207920090388
price_dropped,-0.07277207920090388
bang,-0.07277207920090388
as_all,-0.07277207920090388
dropped_drastically,-0.07277207920090388
related_as,-0.07277207920090388
unit_works,-0.07277207920090388
course_as,-0.07277207920090388
related,-0.07277207920090388
more_bang,-0.07277207920090388
course,-0.07277207920090388
of_course,-0.07277207920090388
bang_for,-0.07277207920090388
drastically_unit,-0.07277207920090388
the_,-0.07277207920090388
was_purchased,-0.07277207920090388
_gig,-0.07277207920090388
cordless,0.0726896769382596
simply,-0.07261836278071009
for_something,-0.07247097469476037
i_found,-0.07220604925329101
heard,-0.0721306720206009
the_ipaq,-0.07210297469867545
ears,-0.07188272170843038
that_i,-0.0717918346766291
lost,-0.0717831625779467
drive,0.07164140457531241
hub,0.07162730983805497
low_after,0.0715877524284715
the_base,0.0715877524284715
1b,0.0715877524284715
perfectly_battery,0.0715877524284715
battery_does,0.0715877524284715
1b_cordless,0.0715877524284715
hours_off,0.0715877524284715
few_hours,0.0715877524284715
replacement_batteries,0.0715877524284715
run_low,0.0715877524284715
not_delivered,-0.07147952024439805
bass,-0.07141736211378218
it_worked,-0.07137146199664794
it_just,-0.07111260104466183
card_is,0.07104207223169534
all,-0.07099114151709833
software,-0.07097097951007225
physics,0.07091661565250096
cable,0.07088126108124021
clear,0.07088104315083807
psp,0.07074096560920969
if_the,-0.07065124394594584
this_seller,-0.07061324976353292
mount,0.07059410328814054
snap,-0.07052270305513413
you_need,0.070515765335983
needs,0.0704683032501547
_cents,0.0703206400334597
cents,0.0703206400334597
is_fine,0.07010892625982772
to_me,0.07005252068298472
it_out,-0.07004459930047974
of_weeks,-0.06993935890806142
awful,-0.06984117197475782
it_i,-0.06971563243198707
these_things,-0.0696665768277324
avoid,-0.06966147083394252
release,0.06949532571721916
option,0.0694521224335216
like_the,0.06936941147483033
adorable,0.06928218493975684
care,0.06922196965531809
treo,-0.06918336875284946
sure_the,-0.06913295487110804
beware_shipping,-0.06910811521822964
18,-0.06910811521822964
charges_sky,-0.06910811521822964
knew_the,-0.06910811521822964
shipping_charges,-0.06910811521822964
seller_computer,-0.06910811521822964
sky,-0.06910811521822964
computer_brain,-0.06910811521822964
18_to,-0.06910811521822964
ship_these,-0.06910811521822964
brain_is,-0.06910811521822964
sky_high,-0.06910811521822964
brain,-0.06910811521822964
the_cord,-0.06887318914202668
no_complaints,0.06881944160888027
just,-0.06878947797032774
good_price,0.06878842722796208
are_bright,0.06871930204463875
pictures_amazon,-0.06867266085928661
account,-0.06867266085928661
_pictures,-0.06867266085928661
a_full,-0.06867266085928661
credit_to,-0.06867266085928661
card_account,-0.06867266085928661
amazon_credited,-0.06867266085928661
credited,-0.06867266085928661
full_purchase,-0.06867266085928661
credited_me,-0.06867266085928661
me_with,-0.06867266085928661
failed_after,-0.06867266085928661
1gb_compact,-0.06867266085928661
price_credit,-0.06867266085928661
as_i,0.0686480814098752
for_over,0.06860412365332191
unless,-0.06850667123170504
unless_you,-0.06850667123170504
buy_this,-0.06848301223164543
expensive,-0.06845404723506497
not_run,0.06843104361617942
ease_of,-0.06826203875648905
ease,-0.06826203875648905
play,-0.06820462624171898
purchase_price,-0.06820368443149796
and_my,0.0681482148496726
just_what,0.06803208103331759
reasonable,-0.06797399105809529
i_like,0.06785459071243274
returned,-0.06773070956014268
working_after,-0.06767505493355676
space,0.06756973065391517
have_only,0.06745592831398783
only_had,0.06745592831398783
red,0.06744470278681873
used_with,0.0673691902084756
have_some,-0.0672704292993771
myself,0.06717693298076338
ends_was,-0.06715019724547257
was_broken,-0.06715019724547257
two_ends,-0.06715019724547257
the_most,0.06710094639874369
works_well,0.06709968197744444
when_the,-0.06697336643217626
within,-0.06695041289671745
due,-0.0669214847817514
due_to,-0.0669214847817514
at_all,-0.0668113407998522
excelent,0.06678367211207911
pricy,-0.06668055454577637
dvd_burner,0.06666715555956504
spectacular,0.06663616415904361
couple_of,-0.06661374638646571
payment,0.066577911154094
doesnt_work,-0.06649511149180046
try_to,-0.06647243066094762
product_did,-0.06646278743210929
armband,-0.06642870576022221
died,-0.06642554076324544
small_and,0.06642090793428221
then_just,-0.06640598207791738
to_write,-0.0663460716247208
install_and,0.06633371813943192
item_is,-0.0662335097272968
the_problem,-0.0661780154144739
crisp,0.06612482610238377
cool,0.06609104957278623
by_far,0.06608796516860467
item_was,-0.06604287243686205
worn,-0.06603618070916686
worn_out,-0.06603618070916686
out_within,-0.06603618070916686
it_since,0.06598093832938097
customer,0.0659606169396413
this_sd,-0.06596048313210863
brother,0.06591019531625489
i_could,-0.06588722552345834
installing,0.06587102461822683
disapointed,-0.06575401147133103
would_not,-0.06549864269481451
longer,-0.06544717760103302
than_an,-0.06543037586315671
setup_difficult,-0.06543037586315671
very_hard,-0.06543037586315671
much_harder,-0.06543037586315671
had_setup,-0.06543037586315671
but_was,-0.06543037586315671
setup_previousl,-0.06543037586315671
modem_works,-0.06543037586315671
an_apple,-0.06543037586315671
airport_that,-0.06543037586315671
the_modem,-0.06543037586315671
harder_than,-0.06543037586315671
up_much,-0.06543037586315671
previousl,-0.06543037586315671
ve_had,-0.06528748776726404
m_a,0.06522559622810101
so,-0.06502281405991701
say_they,0.06491185949106015
they_will,0.06491185949106015
feel,-0.06470948538320861
overall,0.06464440389718754
could_not,-0.06450097801922587
give_this,-0.06435950865873931
know_what,-0.06429515698918478
device_will,-0.06429515698918478
types,-0.06429515698918478
t_it,-0.06429515698918478
eight_types,-0.06429515698918478
media_the,-0.06429515698918478
types_of,-0.06429515698918478
will_handle,-0.06429515698918478
what_eight,-0.06429515698918478
to_know,-0.06429515698918478
to_buy,0.06426832760310872
cassette,-0.0642277616979581
the_cassette,-0.0642277616979581
car_kit,-0.0642277616979581
recommend_this,0.06419933138055375
i_can,0.06405935200315678
is_too,-0.06402543749338695
ipod_box,-0.06397587564703897
useless_flimsy,-0.06397587564703897
consider,-0.06397587564703897
more_of,-0.06397587564703897
the_useless,-0.06397587564703897
consider_this,-0.06397587564703897
holders_you,-0.06397587564703897
get_in,-0.06397587564703897
holders,-0.06397587564703897
t_consider,-0.06397587564703897
flimsy_holders,-0.06397587564703897
was,-0.06392691958401792
dollar_store,-0.06392053919802222
ordered_it,-0.06391974133919101
take,0.06385837127166989
satisfied,0.06381099080058103
t_know,-0.06380356808919006
ship_it,-0.06372103864203307
purchase_i,0.06371241983299475
for_panasonic,-0.06368579657900664
type_wiring,-0.06368579657900664
panasonic_avoi,-0.06368579657900664
wiring_is,-0.06368579657900664
terrible_no,-0.06368579657900664
no_bass,-0.06368579657900664
substandard_product,-0.06368579657900664
adjust_to,-0.06368579657900664
substandard,-0.06368579657900664
_type,-0.06368579657900664
avoi,-0.06368579657900664
to_adjust,-0.06368579657900664
disappointment,-0.06368579657900664
to_substandard,-0.06368579657900664
is_hard,-0.06368579657900664
for_free,0.06364702320292484
stick,0.0636402273268856
of_junk,-0.06362700196446998
is_perfect,0.06358381429796024
time_and,-0.06355931486324329
tricks,-0.06355931486324329
and_delivered,-0.06355931486324329
treats,-0.06355931486324329
delivered_on,-0.06355931486324329
time_as,-0.06355931486324329
tricks_just,-0.06355931486324329
no_tricks,-0.06355931486324329
just_treats,-0.06355931486324329
treats_and,-0.06355931486324329
memory_stick,0.06354112788457597
pen,0.06353810797820651
they_work,0.0634577156881221
bright,0.0634462950489252
t_like,0.06342693717978214
recommended,0.06341820305007483
t_have,0.06330844675989315
get_a,-0.06329847195092318
d,0.06322577916184838
quiet,0.06321302863072299
would_highly,0.06319720766160883
a_while,-0.06306533509131126
fat,-0.06301240868351105
range,0.06300616460604017
home,-0.06296126754199412
reception,0.06294746998842293
is_tiny,-0.06281142977821598
tiny_from,-0.06281142977821598
inches,-0.06281142977821598
product_weighs,-0.06281142977821598
_inches,-0.06281142977821598
confused,-0.06281142977821598
_oz,-0.06281142977821598
weighs,-0.06281142977821598
0_x,-0.06281142977821598
_pound,-0.06281142977821598
inches_,-0.06281142977821598
oz_and,-0.06281142977821598
pound,-0.06281142977821598
oz,-0.06281142977821598
reading_the,-0.06281142977821598
reviews_the,-0.06281142977821598
the_data,-0.06269756888714972
this_product,-0.06260922832316734
to_show,0.0626045256599565
show,0.0626045256599565
wish,0.06258023131070548
quality_and,0.06257041329696322
of_media,-0.06250638363899258
kids,0.06249412978762806
the_ear,-0.06248944569318446
worth_it,0.062472977012406554
later_the,-0.06244566299138775
piece_o,-0.06243265979779345
jamming_piece,-0.06243265979779345
too_many,-0.062402140922385135
pack_there,-0.062402140922385135
memorex_blank,-0.062402140922385135
t_any,-0.062402140922385135
my_opinio,-0.062402140922385135
each_pack,-0.062402140922385135
s_that,-0.062402140922385135
discs_in,-0.062402140922385135
any_good,-0.062402140922385135
been_several,-0.062402140922385135
bad_discs,-0.062402140922385135
opinio,-0.062402140922385135
my_nano,-0.06234557377968765
interference,0.062340210969076215
of_room,0.0623124937718322
happy,0.06218415993745238
am_happy,0.06215477195163281
cleaner,-0.06192947658459821
caller,0.06185348315398627
store,-0.06184733983979544
sound_for,0.06183704432872566
add,0.06180020430262634
run,0.0617630185596213
time,-0.06176206700643496
my_needs,0.061615751843118516
dropped,-0.061592042421742245
sound_great,0.06149620023399295
promised,-0.061472155834291074
wireless,0.06144698244060672
this_headphones,-0.061419449221895246
flaw_makes,-0.061419449221895246
keep_falling,-0.061419449221895246
ears_no,-0.061419449221895246
no_matter,-0.061419449221895246
falling_from,-0.061419449221895246
caps_they,-0.061419449221895246
rubber_caps,-0.061419449221895246
they_keep,-0.061419449221895246
falling,-0.061419449221895246
matter_what,-0.061419449221895246
headphones_they,-0.061419449221895246
them_unusable,-0.061419449221895246
they_come,-0.061419449221895246
_different,-0.061419449221895246
rubber,-0.061419449221895246
different_sizes,-0.061419449221895246
makes_them,-0.061419449221895246
caps,-0.061419449221895246
my_ears,-0.061419449221895246
sizes_i,-0.061419449221895246
what_rubber,-0.061419449221895246
unusable_for,-0.061419449221895246
tech,0.0614112895606035
the_headset,0.06140257670778581
the_purchase,0.061299540426579126
disks,-0.06129460858759203
home_,-0.061211448000115076
writer,-0.06118323031141575
problems_with,0.061129761003980466
bose,-0.06107610784080142
wall_and,-0.06101083399009175
seemed_nice,-0.06101083399009175
to_hang,-0.06101083399009175
hang_on,-0.06101083399009175
manufacturing,-0.06101083399009175
t_due,-0.06101083399009175
a_wall,-0.06101083399009175
phone_seemed,-0.06101083399009175
to_manufacturing,-0.06101083399009175
not_buy,-0.06093253400418798
have_no,0.06090349034996675
thinking,-0.060843769942417074
always_been,0.06073064372311502
photo,0.060717458761497034
returning_it,-0.06063367760338386
single_problem,0.06052955041138337
single,0.06052955041138337
a_single,0.06052955041138337
none,0.06051111945073364
burner,0.06044143584917498
was_able,0.060400059779682935
much,0.060345188747293416
sent,0.06032329914939443
paid,0.06028461618074283
_x,-0.06021956400356287
i_only,0.06016070383930291
recording,0.06015434250372338
and_got,-0.060127022688395225
new_card,-0.06008045628946482
fast_shipping,0.060020439861950534
it,-0.0599342051724575
information,-0.05989457331554735
_yrs,-0.05989457331554735
received_any,-0.05989457331554735
samsung_lcd,-0.05989457331554735
warranty_for,-0.05989457331554735
information_on,-0.05989457331554735
lcd_tv,-0.05989457331554735
tv_but,-0.05989457331554735
yrs_warranty,-0.05989457331554735
yrs,-0.05989457331554735
any_information,-0.05989457331554735
lcd,-0.05989457331554735
highly_recommended,0.05987745999182404
installation_please,-0.059823505415404904
of_death,-0.059823505415404904
death_after,-0.059823505415404904
blue_screen,-0.059823505415404904
after_installation,-0.059823505415404904
crashed,-0.059823505415404904
system_with,-0.059823505415404904
card_crashed,-0.059823505415404904
really_careful,-0.059823505415404904
the_blue,-0.059823505415404904
careful_with,-0.059823505415404904
please_be,-0.059823505415404904
be_really,-0.059823505415404904
crashed_my,-0.059823505415404904
death,-0.059823505415404904
screen_of,-0.059823505415404904
help,-0.05975163673413446
a_waste,-0.059745791632477376
product_is,0.05974165038512957
the_unit,-0.05970644468541104
my_mac,0.059670251071096754
really_great,-0.05959924338892158
less,-0.05957112245430148
my_kids,0.05950655620530409
a_good,0.05936731275613104
charges,-0.05932831764380724
excellent_product,0.05928902432444318
button,0.05922987586408175
live_up,-0.0591225807115324
not_live,-0.0591225807115324
the_original,-0.05907225389160123
_bucks,-0.059071465992768725
_player,-0.059071465992768725
better_deal,-0.059071465992768725
player_for,-0.059071465992768725
bucks_mopre,-0.059071465992768725
its_only,-0.059071465992768725
its,-0.059071465992768725
mopre_total,-0.059071465992768725
empty,-0.059071465992768725
then_get,-0.059071465992768725
mopre,-0.059071465992768725
difference,0.05906757455210114
near,0.05901951402049578
price_was,-0.05892229311615175
them_but,-0.05891481678429693
and_when,-0.05875767798811141
sandisk_product,-0.058730809191252197
camera_but,-0.058730809191252197
fuji_and,-0.058730809191252197
coolpix_s6,-0.058730809191252197
s6_camera,-0.058730809191252197
sd_would,-0.058730809191252197
and_sandisk,-0.058730809191252197
my_nikon,-0.058730809191252197
s6,-0.058730809191252197
nikon_coolpix,-0.058730809191252197
gb_sd,-0.058730809191252197
the_fuji,-0.058730809191252197
fuji,-0.058730809191252197
nikon,-0.058730809191252197
coolpix,-0.058730809191252197
great_item,0.05871212961951093
side,-0.05860741828210741
work_at,-0.05848341748814384
have_bought,0.058404204692306144
outstanding,0.058136344985982635
or_samsung,0.0579672436178492
